uc001aun.2,PRAMEF4,178
uc001auo.3,PRAMEF10,65
uc001aup.3,PRAMEF8,64
uc001auq.2,PRAMEF6,215
uc009vnq.1,PRAMEF22,88
uc010obg.2,LOC440563,165
uc001aut.1,PRAMEF3,53
uc001auu.1,PRAMEF5,151
uc001auv.3,PRAMEF8,53
uc001auw.1,PRAMEF9,165
uc010obi.1,PRAMEF13,119
uc009vnu.1,PRAMEF19,80
uc001aux.3,PRAMEF16,61
uc009vnv.1,PRAMEF20,82
uc001auy.2,PRAMEF8,69
uc001auz.4,PRAMEF10,60
uc001ava.1,PRAMEF9,167
uc009vny.1,PRAMEF19,87
uc009vnz.1,PRAMEF17,76
uc009voa.1,PRAMEF20,87
uc001avb.3,LRRC38,7
uc001avd.3,PDPN,29
uc001avi.3,PRDM2,54
uc001avm.4,KAZN,7
uc009voh.3,TMEM51-AS1,24
uc001avx.3,TMEM51,30
uc001awb.2,FHAD1,26
uc001awc.1,AK055853,21
uc001awh.2,EFHD2,9
uc001awi.1,CTRC,31
uc001awk.3,CELA2A,33
uc001awl.3,CELA2B,31
uc001awn.4,CASP9,19
uc001aws.3,DNAJC16,50
uc001awv.2,AGMAT,21
uc001awx.2,DDI2,52
uc010obn.2,RSC1A1,77
uc001awz.3,DQ573015,1
uc010obo.2,PLEKHM2,18
uc001axb.1,SLC25A34,14
uc001axc.4,TMEM82,10
uc001axe.1,FBLIM1,25
uc009vol.1,UQCRHL,62
uc001axj.2,FLJ37453,10
uc001axk.1,SPEN,59
uc001axl.4,ZBTB17,16
uc001axm.1,DQ576383,15
uc001axn.3,C1orf64,50
uc001axo.2,HSPB7,14
uc001axu.3,CLCNKA,25
uc001axz.4,FAM131C,4
uc001aya.2,EPHA2,20
uc001ayc.1,ARHGEF19,11
uc001ayd.3,RSG1,21
uc001ayg.3,FBXO42,30
uc001aym.5,SZRD1,20
uc001ayn.3,SPATA21,18
uc001ayq.3,NECAP2,21
uc001ayt.2,CROCCP3,9
uc021ogp.1,TRNA_Asn,0
uc021ogq.1,TRNA_Asn,1
uc021ogr.1,BC036435,8
uc001ayv.2,AX747988,41
uc021ogs.1,TRNA_Gly,0
uc021ogt.1,TRNA_Pseudo,0
uc021ogu.1,MIR3675,7
uc001ayw.4,NBPF1,291
uc001azf.3,CROCCP2,34
uc010och.2,MST1P2,76
uc021ogw.1,TRNA_Gly,0
uc021ogx.1,TRNA_Val,0
uc021ogy.1,MIR3675,18
uc001azn.1,ESPNP,21
uc021ogz.1,TRNA_Pseudo,3
uc021oha.1,TRNA_Gly,0
uc001azt.2,CROCC,19
uc010ock.3,MST1L,99
uc021ohb.1,TRNA_Pseudo,0
uc021ohc.1,MIR3675,46
uc021ohd.1,TRNA_Pseudo,0
uc021ohe.1,TRNA_Gly,0
uc021ohf.2,AK125737,33
uc021ohg.1,TRNA_Asn,0
uc001azs.1,BC070363,4
uc021ohh.1,TRNA_Asn,3
uc021ohi.1,DL489931,0
uc001azw.3,MFAP2,17
uc001baa.2,ATP13A2,18
uc001bae.3,SDHB,27
uc001baf.3,PADI2,15
uc001bah.1,PADI1,24
uc009vpb.1,PADI1,20
uc001bai.3,PADI3,20
uc021ohk.1,Mir_584,0
uc001baj.2,PADI4,16
uc001bak.1,PADI6,30
uc001bal.3,RCC2,26
uc001ban.3,ARHGEF10L,17
uc001bat.3,ACTL8,11
uc001bau.2,IGSF21,12
uc001baw.1,AX747631,1
uc001bax.3,KLHDC7A,19
uc001bay.3,PAX7,12
uc001bba.1,TAS1R2,20
uc001bbc.3,ALDH4A1,19
uc021ohm.2,MIR4695,14
uc001bbd.2,IFFO2,13
uc001bbi.3,UBR4,40
uc001bbo.4,EMC1,42
uc001bbs.3,MRTO4,34
uc021ohn.1,AKR7L,23
uc001bbv.1,AKR7A3,25
uc021ohp.1,LOC100506730,2
uc001bbw.3,AKR7A2,23
uc001bby.3,PQLC2,20
uc021ohr.1,CAPZB,22
uc001bcf.2,AX748283,1
uc021ohs.1,Metazoa_SRP,0
uc001bcj.2,NBL1,10
uc021ohu.1,MINOS1,24
uc021ohx.2,RPS14P3,19
uc001bcl.3,HTR6,16
uc001bcn.3,TMCO4,25
uc001bcr.3,RNF186,21
uc001bcs.4,OTUD3,31
uc001bct.1,PLA2G2E,13
uc010odb.2,PLA2G2A,25
uc001bcy.3,PLA2G5,19
uc001bcz.4,PLA2G2D,14
uc009vpp.1,PLA2G2F,13
uc009vpq.1,PLA2G2C,40
uc001bdb.3,UBXN10,49
uc009vps.2,VWA5B1,18
uc001bdf.2,LOC339505,2
uc001bdh.3,CAMK2N1,19
uc001bdi.4,MUL1,40
uc001bdj.3,FAM43B,4
uc001bdk.3,CDA,10
uc001bdm.3,PINK1,21
uc001bdo.1,DDOST,29
uc001bdr.4,KIF17,17
uc009vpy.1,SH2D5,9
uc001bdw.1,HP1BP3,36
uc001bef.3,EIF4G3,43
uc001bei.2,ECE1,19
uc001ben.1,AX747766,1
uc001beo.2,LOC100506801,2
uc001bep.1,AK098438,66
uc001beq.1,BC127868,8
uc001ber.4,NBPF3,56
uc001bet.3,ALPL,16
uc001bew.3,RAP1GAP,13
uc001bfb.3,USP48,39
uc001bfg.1,LDLRAD2,14
uc001bfj.3,HSPG2,19
uc001bfk.3,CELA3B,28
uc001bfm.4,LINC00339,4
uc001bfr.3,CDC42,44
uc001bfs.4,WNT4,24
uc001bfu.2,ZBTB40,36
uc001bfx.1,EPHA8,15
uc001bfy.3,C1QA,19
uc001bga.4,C1QC,20
uc001bgd.3,C1QB,26
uc001bge.3,EPHB2,15
uc021oib.1,MIR4684,0
uc021oic.1,MIR4253,31
uc001bgg.1,AK025975,2
uc001bgh.1,LOC729059,2
uc001bgj.2,KDM1A,37
uc021oid.1,MIR3115,18
uc010odv.1,LUZP1,58
uc021oie.1,U6,0
uc001bgn.3,HTR1D,40
uc001bgp.4,HNRNPR,46
uc001bgt.3,ZNF436,51
uc001bgw.3,C1orf213,23
uc021oig.1,TCEA3,38
uc001bha.2,ASAP3,22
uc001bhd.4,BC038455,1
uc001bhe.2,E2F2,18
uc001bhf.1,AX748204,1
uc001bhh.4,ID3,19
uc001bhi.3,MDS2,22
uc001bhk.3,RPL11,40
uc001bho.3,TCEB3,52
uc001bhp.2,LOC100506963,1
uc001bhq.3,PITHD1,25
uc001bht.3,LYPLA2,26
uc009vqo.1,GALE,21
uc001bib.3,HMGCL,35
uc001bie.3,FUCA1,36
uc001bif.3,CNR2,28
uc021oik.1,MIR378F,0
uc001big.3,PNRC2,28
uc021oir.1,SRSF10,54
uc021oit.1,DQ588542,0
uc001bin.4,MYOM3,26
uc001biq.2,IL22RA1,19
uc001bis.3,IFNLR1,29
uc010oei.1,LOC284632,2
uc021oiu.1,DQ597487,0
uc021oiv.1,DQ601330,0
uc021oiw.1,GRHL3,30
uc001bjc.3,STPG1,32
uc001bjh.3,NIPAL3,26
uc021oiz.1,RCAN3AS,1
uc001bjj.3,RCAN3,27
uc001bjk.2,NCMAP,12
uc001bjm.3,SRRM1,40
uc001bjo.2,CLIC4,36
uc001bjq.3,RUNX3,14
uc001bjt.1,SYF2,44
uc001bjw.3,C1orf63,36
uc001bjz.3,RHD,21
uc001bkd.1,AX747205,5
uc001bke.3,TMEM50A,27
uc001bkf.3,RHCE,33
uc001bkk.3,TMEM57,46
uc001bkl.4,LDLRAP1,14
uc001bkm.2,MAN1C1,15
uc021ojl.1,SEPN1,25
uc001bkq.4,MTFR1L,38
uc010oeu.1,LOC646471,20
uc001bkw.1,AUNIP,64
uc001bkx.3,PAQR7,31
uc010oev.2,STMN1,46
uc001bld.4,PAFAH2,28
uc001blf.3,EXTL1,25
uc001blg.1,SLC30A2,20
uc001bli.2,TRIM63,23
uc009vsb.3,PDIK1L,54
uc001blk.3,FAM110D,3
uc001bll.4,ZNF593,60
uc001blm.4,CNKSR1,26
uc010oez.2,CATSPER4,33
uc001blq.3,BC030768,1
uc001bls.1,CEP85,45
uc001blu.3,SH3BGRL3,14
uc001blw.3,UBXN11,19
uc001bmc.3,CD52,26
uc001bmd.4,AIM1L,25
uc009vsj.1,ZNF683,43
uc001bmj.3,LIN28A,21
uc001bmk.3,DHDDS,41
uc001bmo.1,AL050085,22
uc001bmp.4,HMGN2,39
uc001bms.1,RPS6KA1,23
uc021ojp.1,MIR1976,42
uc001bmv.1,ARID1A,40
uc001bmz.3,PIGV,48
uc021ojq.1,BC016143,25
uc001bnb.3,ZDHHC18,23
uc001bnc.1,SFN,23
uc010ofi.1,SFN,26
uc001bnd.1,GPN2,28
uc001bne.3,GPATCH3,45
uc001bnf.3,NR0B2,14
uc001bng.2,NUDC,22
uc001bni.2,C1orf172,15
uc001bnj.4,TRNP1,1
uc010ofj.2,FAM46B,18
uc001bnm.4,SLC9A1,19
uc021ojs.1,DL490887,49
uc009vst.3,WDTC1,25
uc001bnr.4,TMEM222,29
uc021oju.1,LOC644961,38
uc001bnw.2,SYTL1,17
uc001bny.1,MAP3K6,17
uc001boa.3,FCN3,24
uc001boc.3,CD164L2,18
uc001bod.4,GPR3,42
uc001bof.2,WASF2,27
uc009vsy.3,AHDC1,19
uc001bom.3,FGR,17
uc001bon.1,IFI6,11
uc001bor.3,FAM76A,27
uc001bou.4,STX12,25
uc001bov.2,PPP1R8,36
uc001boy.1,SCARNA1,38
uc001bpc.4,THEMIS2,19
uc001bpe.1,RPA2,39
uc001bpg.3,SMPDL3B,24
uc001bph.1,XKR8,17
uc001bpi.2,EYA3,35
uc001bpl.3,PTAFR,21
uc001bpn.3,DNAJC8,29
uc001bpq.3,ATPIF1,24
uc021okb.1,JA611241,0
uc001bps.3,SESN2,23
uc009vtg.3,MED18,39
uc001bpy.3,PHACTR4,44
uc001bqf.2,RCC1,22
uc001bqd.3,SNHG3,36
uc001bqi.3,TRNAU1AP,32
uc001bqo.3,SNHG12,63
uc001bqq.1,SNORD99,124
uc001bqv.3,RAB42,13
uc001bqy.3,TAF12,27
uc009vtj.1,RNU11,2
uc001bra.3,GMEB1,32
uc021oke.1,SCARNA24,2
uc021okf.1,YTHDF2,51
uc001brf.1,OPRD1,17
uc001brm.2,EPB41,37
uc001brn.2,TMEM200B,9
uc001bro.3,SRSF4,41
uc001brq.1,MECR,34
uc001bru.3,PTPRU,18
uc001bry.3,BC042538,2
uc001brz.3,MATN1,23
uc001bsb.1,MATN1-AS1,23
uc001bsc.2,LAPTM5,19
uc021okj.1,MIR4420,2
uc001bse.2,SDC3,12
uc001bsh.1,PUM1,37
uc021okk.1,SNORD103A,8
uc021okl.1,SNORD103A,7
uc001bsl.1,SNORD85,38
uc010ogd.2,NKAIN1,6
uc009vtt.3,SNRNP40,31
uc001bso.3,SNRNP40,30
uc001bsp.1,ZCCHC17,33
uc001bss.1,FABP3,43
uc010ogh.2,SERINC2,26
uc021okn.1,LOC149086,1
uc001bsy.1,LOC284551,2
uc001bta.3,TINAGL1,28
uc009vtx.2,HCRTR1,29
uc001bth.2,PEF1,12
uc001btk.1,COL16A1,25
uc001btn.3,BAI2,19
uc021okr.1,MIR4254,2
uc001bts.1,SPOCD1,23
uc001bty.2,PTP4A2,28
uc001bub.4,KHDRBS1,31
uc010ogv.2,TMEM39B,20
uc001bug.3,KPNA6,32
uc001bui.3,TXLNA,21
uc001bul.1,CCDC28B,48
uc001bum.2,IQCC,56
uc001bun.2,DCDC2B,38
uc001buq.4,TMEM234,28
uc009vuc.3,EIF3I,47
uc001buv.4,MTMR9LP,4
uc001buw.3,FAM167B,13
uc001buy.3,LCK,32
uc001bvb.1,HDAC1,34
uc001bvd.4,MARCKSL1,24
uc021oku.1,FAM229A,2
uc001bvf.3,TSSK3,40
uc010ohg.2,BSDC1,20
uc001bvl.4,ZBTB8B,30
uc001bvn.3,ZBTB8A,37
uc001bvp.3,ZBTB8OS,49
uc001bvr.3,RBBP4,60
uc001bvt.2,SYNC,81
uc001bvu.1,KIAA1522,18
uc001bvy.1,YARS,38
uc001bwc.4,S100PBP,44
uc001bwg.3,FNDC5,25
uc001bwh.3,HPCA,18
uc001bwi.1,TMEM54,11
uc010oho.2,RNF19B,40
uc001bwn.3,BC036308,36
uc001bwp.2,AK2,42
uc001bwr.3,ADC,26
uc001bxa.1,AX747064,1
uc001bxb.3,TRIM62,13
uc001bxc.1,ZNF362,15
uc031plq.1,A3GALT2,20
uc001bxg.1,PHC2,24
uc021okw.1,MIR3605,52
uc021okx.1,7SK,1
uc001bxj.4,ZSCAN20,47
uc001bxn.1,CSMD2,20
uc001bxp.3,HMGB4,67
uc001bxr.3,LOC402779,1
uc001bxt.3,C1orf94,22
uc001bxu.4,GJB5,28
uc001bxv.1,GJB4,15
uc021ola.1,Mir_548,6
uc001bxy.3,GJB3,22
uc001bya.3,GJA4,21
uc001byb.3,SMIM12,37
uc001byc.3,DLGAP3,22
uc021olf.1,LOC653160,3
uc001bye.3,ZMYM6NB,30
uc001byh.3,ZMYM6,44
uc001bym.3,ZMYM1,57
uc001byq.3,AL831889,1
uc001bys.3,SFPQ,41
uc001byt.3,ZMYM4,40
uc031plr.1,AF119915,1
uc001byx.3,KIAA0319L,37
uc001bza.3,NCDN,31
uc001bzf.2,PSMB2,45
uc010ohy.2,TFAP2E,19
uc001bzh.1,C1orf216,25
uc001bzi.3,CLSPN,46
uc001bzj.2,AGO4,49
uc001bzl.3,AGO1,35
uc001bzm.1,AK025726,1
uc001bzp.3,AGO3,36
uc001bzr.3,TEKT2,28
uc001bzt.3,ADPRHL2,22
uc001bzv.2,COL8A2,12
uc031pls.1,TRAPPC3,34
uc001bzz.3,MAP7D1,24
uc001cae.4,THRAP3,50
uc010oia.1,SH3D21,24
uc001caj.1,EVA1B,5
uc001cak.1,STK40,20
uc001cao.1,LSM10,25
uc001caq.3,OSCP1,44
uc001cas.2,MRPS15,34
uc001cax.2,CSF3R,22
uc001caz.2,GRIK3,15
uc021oll.1,MIR4255,0
uc021olm.1,LOC728431,1
uc001cbb.4,ZC3H12A,19
uc001cbe.2,MEAF6,51
uc031pma.1,MIR5581,0
uc001cbi.4,SNIP1,43
uc001cbj.3,DNALI1,40
uc001cbk.3,GNL2,42
uc001cbm.2,RSPO1,16
uc001cbp.3,C1orf109,36
uc031pmb.1,AX747480,50
uc001cbs.4,CDCA8,27
uc009vvi.3,EPHA10,15
uc001cby.2,MANEAL,28
uc001cca.1,YRDC,33
uc001ccd.2,C1orf122,38
uc001cce.1,MTF1,31
uc001ccg.1,INPP5B,34
uc021oln.1,SNORA63,2
uc001cci.3,SF3A3,31
uc001cck.3,FHL3,25
uc001ccn.4,UTP11L,37
uc001ccp.1,POU3F1,12
uc021olo.1,MIR3659,0
uc021olp.1,LOC339442,1
uc001ccq.3,RRAGC,51
uc001ccs.3,MYCBP,18
uc021olr.1,GJA9,93
uc001ccu.1,RHBDL2,26
uc001ccw.3,AKIRIN1,47
uc001ccy.3,NDUFS5,41
uc031pmc.1,MACF1,46
uc021olu.1,5S_rRNA,2
uc021olv.1,Mir_562,0
uc009vvt.1,KIAA0754,65
uc001cdi.3,BMP8A,24
uc021olx.1,TRNA_Pseudo,0
uc001cdk.3,PPIEL,16
uc001cdl.2,PABPC4,36
uc001cdo.1,SNORA55,26
uc001cdp.3,HEYL,22
uc001cdq.1,NT5C1A,21
uc001cdr.3,HPCAL4,10
uc001cdw.3,PPIE,21
uc001cdz.1,BMP8B,23
uc001ceb.1,OXCT2,39
uc021olz.1,TRIT1,40
uc001cer.2,MYCL1,50
uc001cev.3,MFSD2A,34
uc001cey.4,CAP1,39
uc001cfb.2,PPT1,43
uc001cfc.4,RLF,61
uc001cfe.2,TMCO2,76
uc001cfg.4,ZMPSTE24,47
uc001cfh.1,COL9A2,18
uc001cfj.3,SMAP2,32
uc001cfn.2,ZFP69B,52
uc001cfo.3,ZFP69,47
uc001cfp.3,EXO5,59
uc001cft.2,ZNF684,34
uc001cfu.1,RIMS3,17
uc010ojl.1,LOC100130557,4
uc009vwd.3,NFYC,21
uc001cgf.2,MIR30E,44
uc001cgg.3,MIR30C1,24
uc001cgh.2,KCNQ4,14
uc001cgj.3,CITED4,2
uc021omc.1,Mir_584,0
uc001cgk.4,CTPS1,32
uc021omd.1,SLFNL1-AS1,19
uc001cgm.2,SLFNL1,19
uc001cgs.3,SCMH1,23
uc021ome.1,5S_rRNA,1
uc009vwh.3,EDN2,10
uc001cgx.3,EDN2,10
uc001cha.4,HIVEP3,21
uc001chc.1,GUCA2B,20
uc001chd.1,GUCA2A,12
uc001chf.3,FOXJ3,35
uc001chi.2,RIMKLA,34
uc001chj.3,ZMYND12,35
uc001chl.3,PPCS,58
uc009vwk.1,CCDC30,41
uc001chq.3,PPIH,44
uc001chr.3,AF086102,1
uc001chs.3,YBX1,33
uc001cht.1,CLDN19,7
uc001chx.4,LEPRE1,30
uc001cia.4,C1orf50,39
uc021omg.1,LOC100129924,46
uc001cib.2,CCDC23,30
uc001cie.1,ERMAP,39
uc021omh.1,ZNF691,47
uc001cij.1,BC043541,6
uc001cik.2,SLC2A1,18
uc001cil.3,SLC2A1-AS1,1
uc021omj.1,U6,0
uc009vwn.1,AK309744,2
uc009vwo.3,FAM183A,44
uc010ojx.2,EBNA1BP2,48
uc021omk.1,WDR65,34
uc021oml.1,TMEM125,8
uc001cit.4,C1orf210,21
uc001ciu.3,TIE1,31
uc001ciw.3,MPL,32
uc001cix.3,CDC20,50
uc031pmf.1,ELOVL1,56
uc001cje.2,MED8,62
uc001cjk.3,SZT2,39
uc001cjo.3,HYI,31
uc001cjr.3,PTPRF,24
uc001cjx.3,KDM4A,35
uc001cjy.4,KDM4A-AS1,46
uc001cjz.4,ST3GAL3,25
uc021oms.1,U6,0
uc001ckt.3,ARTN,5
uc001ckx.3,IPO13,35
uc001ckz.3,DPH2,34
uc001cld.3,ATP6V0B,36
uc010okl.2,B4GALT2,37
uc001cll.4,SLC6A9,26
uc001clj.3,CCDC24,28
uc001clp.3,KLF17,42
uc001clq.1,DMAP1,38
uc001clt.3,ERI3,39
uc001clv.1,RNF220,20
uc031pmh.1,MIR5584,0
uc001cmc.3,TMEM53,15
uc001cmf.2,C1orf228,34
uc001cmg.4,KIF2C,37
uc001cmi.3,RPS8,32
uc001cmj.1,SNORD55,8
uc001cmk.1,SNORD46,54
uc009vxi.3,SNORD38A,29
uc001cml.3,SNORD38B,74
uc001cmm.3,BEST4,41
uc001cmn.3,PLK3,32
uc001cmp.3,TCTEX1D4,6
uc010ole.1,BTBD19,10
uc010olf.2,PTCH2,29
uc001cmt.3,EIF2B3,33
uc009vxk.3,HECTD3,35
uc001cna.2,UROD,34
uc001cnd.2,ZSWIM5,30
uc010olk.2,LOC400752,1
uc001cne.3,HPDL,19
uc009vxp.3,MUTYH,32
uc009vxq.3,TOE1,49
uc001cns.1,TESK2,41
uc001cnw.3,CCDC163P,17
uc009vxv.3,MMACHC,34
uc021omw.1,PRDX1,58
uc001coe.3,AKR1A1,26
uc001coi.2,NASP,39
uc010olt.2,CCDC17,22
uc001coq.3,GPBP1L1,36
uc010olu.1,RPS15AP10,18
uc001cor.1,TMEM69,77
uc001cou.3,IPP,45
uc001cov.3,MAST2,29
uc001cpb.4,PIK3R3,49
uc001cpd.3,TSPAN1,57
uc001cpg.3,POMGNT1,39
uc010oma.2,LURAP1,19
uc009vye.2,RAD54L,29
uc001cpn.3,LRRC41,30
uc001cpp.3,UQCRH,28
uc001cpr.2,NSUN4,41
uc001cpu.2,FAAH,30
uc021ona.1,LOC729041,1
uc001cpx.3,DMBX1,19
uc021onb.1,MKNK1-AS1,19
uc001cpy.2,KNCN,14
uc009vyh.1,KNCN,19
uc001cqb.4,MKNK1,24
uc001cqe.4,MOB3C,19
uc001cqh.4,ATPAF1,28
uc001cqk.4,EFCAB14,33
uc001cqj.3,TEX38,35
uc021ond.1,EFCAB14-AS1,32
uc001cqn.4,CYP4B1,24
uc031pmm.1,CYP4Z2P,55
